title,author,tags,link,source
How to Build a Trivia Game for Amazon Echo in Under an Hour,Jarkko Laine,Amazon Alexa,https://code.tutsplus.com/tutorials/how-to-build-a-trivia-game-for-amazon-echo-in-under-an-hour--cms-26140,Envato Tuts+
An Introduction to Model View Presenter on Android,Tin Megali,Android,https://code.tutsplus.com/tutorials/an-introduction-to-model-view-presenter-on-android--cms-26162,Envato Tuts+
AMP in 60 Seconds,Kezz Bracey,AMP,https://webdesign.tutsplus.com/articles/amp-in-60-seconds--cms-26275,Envato Tuts+
Sorting and Searching in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/sorting-and-searching-in-python--cms-25668,Envato Tuts+
What Is Ruby on Rails?,Jeff Reifman,Ruby on Rails,https://code.tutsplus.com/tutorials/what-is-ruby-on-rails--cms-22077,Envato Tuts+
How to Work With WordPress Term Meta: Understanding Taxonomies,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-term-meta-understanding-taxonomies--cms-25930,Envato Tuts+
A Smooth Refresher on Python's Loops ,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-loops--cms-25585,Envato Tuts+
Android From Scratch: Building Your First Android Application,Gianluca Segato,Android,https://code.tutsplus.com/tutorials/android-from-scratch-building-your-first-android-application--cms-26024,Envato Tuts+
How to Create an Open Source Directory on GitHub Pages,David Darnes,GitHub,https://webdesign.tutsplus.com/tutorials/how-to-create-an-open-source-directory-on-github-pages--cms-26225,Envato Tuts+
Create an Inline Text Editor With the contentEditable Attribute,Monty Shokeen,HTML5,https://code.tutsplus.com/tutorials/create-an-inline-text-editor-with-the-contenteditable-attribute--cms-25655,Envato Tuts+
What Are WordPress Themes?,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/what-are-wordpress-themes--cms-25912,Envato Tuts+
Designing for Apple Watch: Designing a Glance in Sketch,Sven Lenaerts,Apple Watch,http://code.tutsplus.com/tutorials/designing-for-apple-watch-designing-a-glance-in-sketch--cms-26133,Envato Tuts+
What Is Magento?,Anwar Haq,Magento,https://code.tutsplus.com/articles/what-is-magento--cms-25893,Envato Tuts+
Understand How Much Memory Your Python Objects Use,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/understand-how-much-memory-your-python-objects-use--cms-25609,Envato Tuts+
How to Use Bottom Sheets With the Design Support Library,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/articles/how-to-use-bottom-sheets-with-the-design-support-library--cms-26031,Envato Tuts+
Learn About Fastlane in Our Coffee Break Courses,Andrew Blackman,iOS,https://code.tutsplus.com/articles/learn-about-fastlane-in-our-coffee-break-courses--cms-26129,Envato Tuts+
How to Work With WordPress Comment Metadata,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-comment-metadata--cms-25885,Envato Tuts+
A Quick Guide to the WordPress Customizer Interface,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/a-quick-guide-to-the-wordpress-customizer-interface--cms-26188,Envato Tuts+
Base64 Encoding and Decoding Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/base64-encoding-and-decoding-using-python--cms-25588,Envato Tuts+
Android From Scratch: Setting Up the Development Environment,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/android-from-scratch-setting-up-the-development-environment--cms-25989,Envato Tuts+
Set Up Fraud Detection Using the FraudLabs Pro Library in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/set-up-fraud-detection-using-the-fraudlabs-pro-library-in-opencart--cms-25373,Envato Tuts+
Designing for Apple Watch: Design Guidelines,Sven Lenaerts,Apple Watch,https://code.tutsplus.com/articles/designing-for-apple-watch-design-guidelines--cms-26099,Envato Tuts+
Multisite Enhancements in WordPress 4.4,Rachel McCollin,WordPress,https://code.tutsplus.com/articles/multisite-enhancements-in-wordpress-44--cms-26153,Envato Tuts+
Display the Last WordPress Query in 60 Seconds,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/display-the-last-wordpress-query-in-60-seconds--cms-25661,Envato Tuts+
Free Coffee Break Course: Using Linux for Ruby Development,Andrew Blackman,Linux,https://code.tutsplus.com/articles/free-coffee-break-course-using-linux-for-ruby-development--cms-26128,Envato Tuts+
Building an Anonymous Slack Bot Using Ruby and Sinatra,Vinoth kumar A,Ruby,https://code.tutsplus.com/tutorials/building-an-anonymous-slack-bot-using-ruby-and-sinatra--cms-25494,Envato Tuts+
What Is HTML5?,Jeff Reifman,HTML5,https://code.tutsplus.com/tutorials/what-is-html5--cms-25803,Envato Tuts+
Google Fit for Android: History API,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/google-fit-for-android-history-api--cms-25856,Envato Tuts+
Managing Redirections in WordPress With Filters,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/managing-redirections-in-wordpress-with-filters--cms-25664,Envato Tuts+
20 Useful WordPress Calendar Plugins,Eric Dye,WordPress,https://code.tutsplus.com/tutorials/20-useful-wordpress-calendar-plugins--cms-25906,Envato Tuts+
Introduction to Docker and Kubernetes,Gigi Sayfan,Docker,https://code.tutsplus.com/articles/introduction-to-docker-and-kubernetes--cms-25406,Envato Tuts+
The World of Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/articles/the-world-of-python--cms-25580,Envato Tuts+
Android From Scratch: An Overview of Android Application Development,Ashraff Hathibelagal,Android,https://code.tutsplus.com/articles/android-from-scratch-an-overview-of-android-application-development--cms-25972,Envato Tuts+
"Create a Custom ""Order Total"" Extension in OpenCart",Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/create-a-custom-order-total-extension-in-opencart--cms-25341,Envato Tuts+
Designing for Apple Watch: Product Strategy,Sven Lenaerts,Apple Watch,https://code.tutsplus.com/articles/designing-for-apple-watch-product-strategy--cms-25998,Envato Tuts+
How to Work With WordPress User Metadata,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-user-metadata--cms-25800,Envato Tuts+
20 Useful jQuery Sliders,Eric Dye,jQuery,https://code.tutsplus.com/tutorials/20-useful-jquery-sliders--cms-25960,Envato Tuts+
Try Our Coffee Break Course on Laravel Router,Andrew Blackman,Laravel,https://code.tutsplus.com/articles/try-our-coffee-break-course-on-laravel-router--cms-26127,Envato Tuts+
Getting Started With Ionic: Introduction,Jeremy Wilken,Ionic,https://code.tutsplus.com/tutorials/getting-started-with-ionic-introduction--cms-25919,Envato Tuts+
New Key Features in Magento 2.0,Anwar Haq,Magento,https://code.tutsplus.com/tutorials/new-key-features-in-magento-20--cms-25038,Envato Tuts+
Ruby/Rails Code Smell Basics 04 ,Ed Wassermann,Refactoring,https://code.tutsplus.com/articles/rubyrails-code-smell-basics-04--cms-25454,Envato Tuts+
10 Leading Women in the Cocoa Community,Bart Jacobs,Mobile Development,https://code.tutsplus.com/articles/10-leading-women-in-the-cocoa-community--cms-26066,Envato Tuts+
How Welcoming are WordCamps to Women?,Rachel McCollin,WordPress,https://code.tutsplus.com/articles/how-welcoming-are-wordcamps-to-women--cms-26050,Envato Tuts+
The Repository Pattern in Laravel 5,Alireza Rahmani Khalili,Laravel 5,https://code.tutsplus.com/tutorials/the-repository-pattern-in-laravel-5--cms-25464,Envato Tuts+
WP REST API: Retrieving Data,Bilal Shahid,WordPress,https://code.tutsplus.com/tutorials/wp-rest-api-retrieving-data--cms-24694,Envato Tuts+
"How the ""Order Totals"" Extensions Work in OpenCart",Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/how-the-order-totals-extensions-work-in-opencart--cms-25337,Envato Tuts+
50% Off Hosting and Free Envato Tuts+,Nicole Bowes,Promotion,https://cgi.tutsplus.com/articles/50-off-hosting-and-free-envato-tuts--cms-26100,Envato Tuts+
10 Stunning Ionic Templates,Bart Jacobs,Ionic,https://code.tutsplus.com/tutorials/10-stunning-ionic-templates--cms-26068,Envato Tuts+
How the Web Works: HTTP and the Web Server,Jeremy McPeak,Web Development,https://code.tutsplus.com/tutorials/how-the-web-works-http-and-the-web-server--cms-25971,Envato Tuts+
What Apple Pay Can Teach Us About Email Encryption,Jeff Reifman,Email,https://code.tutsplus.com/tutorials/what-apple-pay-can-teach-us-about-email-encryption--cms-23908,Envato Tuts+
Debugging WordPress Projects in 60 Seconds,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/debugging-wordpress-projects-in-60-seconds--cms-25570,Envato Tuts+
Deregistering WordPress Stylesheets in 60 Seconds,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/deregistering-wordpress-stylesheets-in-60-seconds--cms-25603,Envato Tuts+
Build a CMS: nodePress,Richard Guay,CMS,https://code.tutsplus.com/tutorials/build-a-cms-nodepress--cms-25633,Envato Tuts+
How to Create a News Reader With React Native: Web Page Component,Wernher-Bel Ancheta,React,https://code.tutsplus.com/tutorials/how-to-create-a-news-reader-with-react-native-web-page-component--cms-25993,Envato Tuts+
What Is Drupal?,Danny Sipos,Drupal,https://code.tutsplus.com/tutorials/what-is-drupal--cms-24498,Envato Tuts+
Improve Your Angular Skills in Our Coffee Break Series,Andrew Blackman,AngularJS,https://code.tutsplus.com/articles/improve-your-angular-skills-in-our-coffee-break-series--cms-26083,Envato Tuts+
Ruby/Rails Code Smell Basics 03,Ed Wassermann,Refactoring,https://code.tutsplus.com/articles/rubyrails-code-smell-basics-03--cms-25441,Envato Tuts+
"Win $1,000 for Creating the Best Ionic App Template",Andrew Blackman,Promotion,https://code.tutsplus.com/articles/win-1000-for-creating-the-best-ionic-app-template--cms-26087,Envato Tuts+
How to Work With WordPress Post Metadata,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-post-metadata--cms-25715,Envato Tuts+
Set Up Common Controller Code in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/set-up-common-controller-code-in-opencart--cms-25208,Envato Tuts+
"Quiz: JavaScript ES6, Do You Know the Right Tool for the Job?",Adam Brown,ES6,https://code.tutsplus.com/articles/quiz-javascript-es6-do-you-know-the-right-tool-for-the-job--cms-26051,Envato Tuts+
How to Create a News Reader With React Native: Setup and News Item Component,Wernher-Bel Ancheta,React,https://code.tutsplus.com/tutorials/how-to-create-a-news-reader-with-react-native-setup-and-news-item-component--cms-25935,Envato Tuts+
AMP Project: Will it Make Your Sites Faster?,Kezz Bracey,AMP,https://webdesign.tutsplus.com/articles/amp-project-will-it-make-your-sites-faster--cms-25853,Envato Tuts+
Ruby/Rails Code Smell Basics 02,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/rubyrails-code-smell-basics-02--cms-25315,Envato Tuts+
Introducing Brillo and Weave,Paul Trebilcox-Ruiz,Internet of Things,http://code.tutsplus.com/tutorials/introducing-brillo-and-weave--cms-25859,Envato Tuts+
Take a Free Course on Programming Interactive Art With p5.js,Andrew Blackman,JavaScript,http://code.tutsplus.com/articles/take-a-free-course-on-programming-interactive-art-with-p5js--cms-26052,Envato Tuts+
A Smooth Refresher on Python's Modules,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-modules--cms-25607,Envato Tuts+
A Smooth Refresher on Python's Classes and Objects,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-classes-and-objects--cms-25598,Envato Tuts+
Making an Original Corporate Theme in WordPress: Designing Other Page Types,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/making-an-original-corporate-theme-in-wordpress-designing-other-page-types--cms-25166,Envato Tuts+
Popular Open Source Projects for Swift Development,Davis Allie,Swift,https://code.tutsplus.com/tutorials/popular-open-source-projects-for-swift-development--cms-25990,Envato Tuts+
A Smooth Refresher on Python's Functions,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-functions--cms-25594,Envato Tuts+
How to Work With WordPress Metadata,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-metadata--cms-25680,Envato Tuts+
Making an Original Corporate Theme in WordPress: The Homepage and About Page,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/making-an-original-corporate-theme-in-wordpress-the-homepage-and-about-page--cms-25165,Envato Tuts+
Python 3 Type Hints and Static Analysis,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/python-3-type-hints-and-static-analysis--cms-25731,Envato Tuts+
How to Use Swift on Linux,Derek Jensen,Swift,https://code.tutsplus.com/tutorials/how-to-use-swift-on-linux--cms-25934,Envato Tuts+
Exploring WordPress Managers: iThemes Sync & WP Remote,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/exploring-wordpress-managers-ithemes-sync-wp-remote--cms-25618,Envato Tuts+
What Are Laravel 5.0 Facades?,Alireza Rahmani Khalili,Laravel 5,https://code.tutsplus.com/tutorials/what-are-laravel-50-facades--cms-25347,Envato Tuts+
20 Material Design Resources,Bart Jacobs,Mobile Development,https://code.tutsplus.com/tutorials/20-material-design-resources--cms-25951,Envato Tuts+
Moving to Magento 2: Creating a Migration Plan,Anwar Haq,Magento,https://code.tutsplus.com/articles/moving-to-magento-2-creating-a-migration-plan--cms-25840,Envato Tuts+
Building Quality Into WordPress Projects: A Practical Example,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/building-quality-into-wordpress-projects-a-practical-example--cms-25554,Envato Tuts+
Introduction to Web MIDI,Stuart Memo,MIDI,https://code.tutsplus.com/tutorials/introduction-to-web-midi--cms-25220,Envato Tuts+
"Exploring WordPress Managers: ManageWP, CMS Commander & MainWP",Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/exploring-wordpress-managers-managewp-cms-commander-mainwp--cms-25617,Envato Tuts+
Ruby/Rails Code Smell Basics 01,Ed Wassermann,Ruby on Rails,https://code.tutsplus.com/articles/rubyrails-code-smell-basics-01--cms-25261,Envato Tuts+
Google Fit for Android: Recording API,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/google-fit-for-android-recording-api--cms-25855,Envato Tuts+
New Course: Write Customizer-Ready WordPress Themes,Andrew Blackman,WordPress,https://code.tutsplus.com/articles/new-course-write-customizer-ready-wordpress-themes--cms-25970,Envato Tuts+
Managing Your RabbitMQ Cluster,Gigi Sayfan,Web Apps,https://code.tutsplus.com/tutorials/managing-your-rabbitmq-cluster--cms-25597,Envato Tuts+
Build a Custom Affiliate Link With the Amazon Product Merchandising API,Ian Spangler,PHP,https://code.tutsplus.com/tutorials/build-a-custom-affiliate-link-with-the-amazon-product-merchandising-api--cms-25193,Envato Tuts+
Exploring WordPress Managers: Jetpack & InfiniteWP,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/exploring-wordpress-managers-jetpack-infinitewp--cms-25616,Envato Tuts+
Improving the Performance of Your Rails App With Eager Loading,Manish Kumar,Ruby on Rails,https://code.tutsplus.com/articles/improving-the-performance-of-your-rails-app-with-eager-loading--cms-25018,Envato Tuts+
How to Get Started With Push Notifications On Android,Ashraff Hathibelagal,Android,https://code.tutsplus.com/tutorials/how-to-get-started-with-push-notifications-on-android--cms-25870,Envato Tuts+
A Smooth Refresher on Python's Conditional Statements,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-conditional-statements--cms-25562,Envato Tuts+
20 Useful iOS Icon & App Template Resources,Bart Jacobs,Mobile Development,https://code.tutsplus.com/tutorials/20-useful-ios-icon-app-template-resources--cms-25882,Envato Tuts+
Top New WordPress Themes of 2016,Sean Hodge,WordPress,http://code.tutsplus.com/articles/top-new-wordpress-themes-of-2016--cms-25907,Envato Tuts+
How to Install WordPress: The Application,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-install-wordpress-the-application--cms-25589,Envato Tuts+
Create a Dashboard Module in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/create-a-dashboard-module-in-opencart--cms-25271,Envato Tuts+
iOS 9: Additions to SceneKit,Davis Allie,iOS,https://code.tutsplus.com/tutorials/ios-9-additions-to-scenekit--cms-25896,Envato Tuts+
Free Course: How to Use Swift on Linux,Andrew Blackman,Swift,https://code.tutsplus.com/articles/free-course-how-to-use-swift-on-linux--cms-25909,Envato Tuts+
10 Time-Saving Tips for UNIX Vim Beginners,Jay,Vim,https://code.tutsplus.com/tutorials/10-time-saving-tips-for-unix-vim-beginners--cms-22386,Envato Tuts+
Checklist for Delivering a WordPress Project,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/checklist-for-delivering-a-wordpress-project--cms-25583,Envato Tuts+
How to Create a Custom Library in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/how-to-create-a-custom-library-in-opencart--cms-25173,Envato Tuts+
Google Fit for Android: Reading Sensor Data,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/google-fit-for-android-reading-sensor-data--cms-25723,Envato Tuts+
A Smooth Refresher on Python's Tuples,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-tuples--cms-25477,Envato Tuts+
Rapid Web Application Development With Meteor,Tom Whitbread,Isomorphic JavaScript,https://code.tutsplus.com/tutorials/rapid-web-application-development-with-meteor--cms-25130,Envato Tuts+
"Validating Data With JSON-Schema, Part 2",Evgeny Poberezkin ,JSON,https://code.tutsplus.com/tutorials/validating-data-with-json-schema-part-2--cms-25640,Envato Tuts+
How to Install WordPress: The Server Software,Tom McFarlin,Apache,https://code.tutsplus.com/tutorials/how-to-install-wordpress-the-server-software--cms-25569,Envato Tuts+
How to Grow Your App Team,Sven Lenaerts,Mobile Development,http://code.tutsplus.com/articles/how-to-grow-your-app-team--cms-25767,Envato Tuts+
Adding Social Sharing in a Node.js Single-Page Application,Kyle Davis,Single Page Web Apps,https://code.tutsplus.com/tutorials/adding-social-sharing-in-a-nodejs-single-page-application--cms-25530,Envato Tuts+
Explore REST APIs in OpenCart 2.0: Part Two,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/explore-rest-apis-in-opencart-20-part-two--cms-25136,Envato Tuts+
How to Recognize User Activity With Activity Recognition,Paul Trebilcox-Ruiz,Android SDK,https://code.tutsplus.com/tutorials/how-to-recognize-user-activity-with-activity-recognition--cms-25851,Envato Tuts+
"Validating Data With JSON-Schema, Part 1",Evgeny Poberezkin ,JSON,https://code.tutsplus.com/tutorials/validating-data-with-json-schema-part-1--cms-25343,Envato Tuts+
New eBooks Available for Subscribers,Andrew Blackman,News,https://code.tutsplus.com/articles/new-ebooks-available-for-subscribers--cms-25867,Envato Tuts+
Ruby Page Objects for Capybara Connoisseurs,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/ruby-page-objects-for-capybara-connoisseurs--cms-25204,Envato Tuts+
Test-Driven Development With Laravel & Doctrine,Alireza Rahmani Khalili,TDD,https://code.tutsplus.com/tutorials/test-driven-development-with-laravel-doctrine--cms-25563,Envato Tuts+
Explore REST APIs in OpenCart 2.0: Part One,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/explore-rest-apis-in-opencart-20-part-one--cms-25122,Envato Tuts+
How to Use MVVM in a Universal Windows App,Vivek Maskara,Windows Phone,https://code.tutsplus.com/tutorials/how-to-use-mvvm-in-a-universal-windows-app--cms-25582,Envato Tuts+
A Smooth Refresher on Python's Dictionaries,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-dictionaries--cms-25198,Envato Tuts+
Writing Blazing Fast MySQL Queries,Tom Whitbread,MySQL,https://code.tutsplus.com/tutorials/writing-blazing-fast-mysql-queries--cms-25085,Envato Tuts+
How to Create Custom View Controller Transitions and Animations,Davis Allie,iOS,https://code.tutsplus.com/tutorials/how-to-create-custom-view-controller-transitions-and-animations--cms-25716,Envato Tuts+
A Smooth Refresher on Python's Lists,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/a-smooth-refresher-on-pythons-lists--cms-25286,Envato Tuts+
How to Install a WordPress Plugin,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-install-a-wordpress-plugin--cms-25545,Envato Tuts+
"Want to Learn Something New, in Just 60 Seconds?",Andrew Blackman,News,https://code.tutsplus.com/articles/want-to-learn-something-new-in-just-60-seconds--cms-25783,Envato Tuts+
20 Useful WordPress Forms Available on CodeCanyon,Eric Dye,WordPress,https://code.tutsplus.com/tutorials/20-useful-wordpress-forms-available-on-codecanyon--cms-25721,Envato Tuts+
How to Make WooCommerce Product Attributes More Prominent,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/how-to-make-woocommerce-product-attributes-more-prominent--cms-25438,Envato Tuts+
Create a Custom Shipping Method in OpenCart: Part Two,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/create-a-custom-shipping-method-in-opencart-part-two--cms-25102,Envato Tuts+
iOS 9: An Introduction to the Contacts Framework,Davis Allie,iOS,https://code.tutsplus.com/tutorials/ios-9-an-introduction-to-the-contacts-framework--cms-25599,Envato Tuts+
Factory Girl 201,Ed Wassermann,TDD,https://code.tutsplus.com/articles/factory-girl-201--cms-25171,Envato Tuts+
New Short Course: Get Started With Lumen,Andrew Blackman,Laravel,https://code.tutsplus.com/articles/new-short-course-get-started-with-lumen--cms-25806,Envato Tuts+
Create a Custom Shipping Method in OpenCart: Part One,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/create-a-custom-shipping-method-in-opencart-part-one--cms-25076,Envato Tuts+
It's Back... Student Subscriptions for Just $45!,Nicole Bowes,Promotion,https://cgi.tutsplus.com/articles/its-back-student-subscriptions-for-just-45--cms-25771,Envato Tuts+
"Fortifying Security in WordPress, Part 2",Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/fortifying-security-in-wordpress-part-2--cms-25404,Envato Tuts+
Introduction to Google DFP: Debugging Ad Delivery,Jeff Reifman,Google,https://code.tutsplus.com/tutorials/introduction-to-google-dfp-debugging-ad-delivery--cms-25045,Envato Tuts+
How to Build Highway Dodge With the Corona SDK,Daniel Williams,Corona SDK,https://code.tutsplus.com/tutorials/how-to-build-highway-dodge-with-the-corona-sdk--cms-22829,Envato Tuts+
"Fortifying Security in WordPress, Part 1",Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/fortifying-security-in-wordpress-part-1--cms-25403,Envato Tuts+
Understand Geo-Zones and Taxes in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/understand-geo-zones-and-taxes-in-opencart--cms-25106,Envato Tuts+
How to Create an App,Bart Jacobs,Mobile Development,https://code.tutsplus.com/articles/how-to-create-an-app--cms-25757,Envato Tuts+
An Introduction to Intel RealSense Technology for Game Developers,Michael James Williams,Intel RealSense,https://gamedevelopment.tutsplus.com/articles/an-introduction-to-intel-realsense-technology-for-game-developers--cms-24740,Envato Tuts+
"Display WooCommerce Categories, Subcategories, and Products in Separate Lists",Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/display-woocommerce-categories-subcategories-and-products-in-separate-lists--cms-25479,Envato Tuts+
Creating Single Page Applications With WordPress and Angular.js,Tom Whitbread,WordPress,https://code.tutsplus.com/tutorials/creating-single-page-applications-with-wordpress-and-angularjs--cms-25095,Envato Tuts+
How to Make WordPress Sites Different by Geography,Jeff Reifman,WordPress,https://code.tutsplus.com/tutorials/how-to-make-wordpress-sites-different-by-geography--cms-25053,Envato Tuts+
WooCommerce: Adding the Product Short Description to Archive Pages,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/woocommerce-adding-the-product-short-description-to-archive-pages--cms-25435,Envato Tuts+
Keeping Promises With JavaScript,Stuart Memo,JavaScript,https://code.tutsplus.com/tutorials/keeping-promises-with-javascript--cms-25056,Envato Tuts+
How To Create Vector Graphics on iOS,Akiel Khan,OS X,http://code.tutsplus.com/tutorials/how-to-create-vector-graphics-on-ios--cms-25367,Envato Tuts+
How to Improve Client Relationships With Assembla Portfolio,Ajit Umrani,Workflow,https://code.tutsplus.com/tutorials/how-to-improve-client-relationships-with-assembla-portfolio--cms-25739,Envato Tuts+
How to Use WordPress Plugins Without Hurting Performance,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/how-to-use-wordpress-plugins-without-hurting-performance--cms-25422,Envato Tuts+
Clone WordPress in Linux,Jeff Reifman,WordPress,https://code.tutsplus.com/tutorials/clone-wordpress-in-linux--cms-25059,Envato Tuts+
New Course: Web App to Mac App With NW.js,Andrew Blackman,NW.js,https://code.tutsplus.com/articles/new-course-web-app-to-mac-app-with-nwjs--cms-25718,Envato Tuts+
Getting Started With Laravel,Daniel Pataki,Laravel 5,https://code.tutsplus.com/tutorials/getting-started-with-laravel--cms-25386,Envato Tuts+
4 Reasons to Choose ProcessWire as Your Next CMS,Francesco Schwarz,CMS,https://code.tutsplus.com/articles/4-reasons-to-choose-processwire-as-your-next-cms--cms-25062,Envato Tuts+
How To Add Azure Mobile Services to a Windows Phone App,Vivek Maskara,Windows Phone,https://code.tutsplus.com/tutorials/how-to-add-azure-mobile-services-to-a-windows-phone-app--cms-24178,Envato Tuts+
How to Create a Smart Device With Arduino and Node.js Using PubNub,Tomomi Imura,Internet of Things,http://code.tutsplus.com/tutorials/how-to-create-a-smart-device-with-arduino-and-nodejs-using-pubnub--cms-25508,Envato Tuts+
"The Concept of ""Plugin Territory"" in WordPress",Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/the-concept-of-plugin-territory-in-wordpress--cms-25083,Envato Tuts+
Quiz: Are You Ready for watchOS 2?,Adam Brown,Quiz,https://code.tutsplus.com/articles/quiz-are-you-ready-for-watchos-2--cms-25691,Envato Tuts+
How to Create a To-Do List App With Polymer and Cordova,Ashraff Hathibelagal,Cordova,https://code.tutsplus.com/tutorials/how-to-create-a-to-do-list-app-with-polymer-and-cordova--cms-25434,Envato Tuts+
WP REST API: Setting Up and Using OAuth 1.0a Authentication,Bilal Shahid,WordPress,https://code.tutsplus.com/tutorials/wp-rest-api-setting-up-and-using-oauth-10a-authentication--cms-24797,Envato Tuts+
Getting Started With Telerik AppBuilder,Ashraff Hathibelagal,Telerik,https://code.tutsplus.com/tutorials/getting-started-with-telerik-appbuilder--cms-25537,Envato Tuts+
Get Started Building Your Blog With Parse.js: Categories,Samantha Zhang,Web Development,https://code.tutsplus.com/tutorials/get-started-building-your-blog-with-parsejs-categories--cms-25066,Envato Tuts+
Understanding the Magic of Bloom Filters With Node.js & Redis,Kyle Davis,Redis,https://code.tutsplus.com/articles/understanding-the-magic-of-bloom-filters-with-nodejs-redis--cms-25397,Envato Tuts+
A Quick Guide to Custom Fields and Post Metadata,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/a-quick-guide-to-custom-fields-and-post-metadata--cms-25696,Envato Tuts+
What's New in Rails 5? Find Out in Our New Course,Andrew Blackman,Ruby on Rails,https://code.tutsplus.com/articles/whats-new-in-rails-5-find-out-in-our-new-course--cms-25695,Envato Tuts+
iOS 9: An Introduction to ReplayKit,Davis Allie,iOS,https://code.tutsplus.com/tutorials/ios-9-an-introduction-to-replaykit--cms-25458,Envato Tuts+
IFTTT and WordPress: Automating Your Website,Barış Ünver,WordPress,https://code.tutsplus.com/tutorials/ifttt-and-wordpress-automating-your-website--cms-25353,Envato Tuts+
Factory Girl 101,Ed Wassermann,TDD,https://code.tutsplus.com/articles/factory-girl-101--cms-25087,Envato Tuts+
Quiz: What is Web Development?,Adam Brown,Quiz,https://code.tutsplus.com/articles/quiz-what-is-web-development--cms-25676,Envato Tuts+
20 Useful PHP Scripts Available on CodeCanyon,Eric Dye,PHP,https://code.tutsplus.com/articles/20-useful-php-scripts-available-on-codecanyon--cms-25584,Envato Tuts+
Introduction to Google DFP: Placing an Order,Jeff Reifman,Google,https://code.tutsplus.com/tutorials/introduction-to-google-dfp-placing-an-order--cms-25037,Envato Tuts+
